Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
105,5h,Hybrid,05/31/2024 01:00:24,111.8,-1.8,30.2,5112,-1078,5224,150.0,161.5,-21.1,46.3,55.3,,,,,,,,,,,
106,Dr,Driver,05/31/2024 01:01:17,143.2,3.0,18.2,3984,348,3999,220.6,236.1,27.8,47.4,50.0,,,,,,,,,,,
107,Dr,Driver,05/31/2024 01:01:44,138.7,-1.6,19.4,4170,1146,4325,205.9,220.7,31.1,45.5,50.5,,,,,,,,,,,
108,Dr,Driver,05/31/2024 01:02:12,143.2,3.4,19.1,6180,1662,6400,196.3,208.0,50.2,49.0,53.6,,,,,,,,,,,
109,Dr,Driver,05/31/2024 01:02:37,138.7,3.9,20.5,5797,1897,6099,192.1,196.3,53.0,48.7,53.8,,,,,,,,,,,
110,Dr,Driver,05/31/2024 01:03:31,132.0,1.0,13.6,5978,2065,6325,180.4,193.4,43.1,29.9,45.3,,,,,,,,,,,
111,Dr,Driver,05/31/2024 01:04:26,143.2,1.7,18.7,5417,593,5449,204.5,217.4,24.5,49.2,52.6,,,,,,,,,,,
112,Dr,Driver,05/31/2024 01:05:01,127.5,-2.3,15.4,6059,2280,6474,175.5,187.6,33.8,31.6,46.8,,,,,,,,,,,
113,Dr,Driver,05/31/2024 01:05:24,127.5,1.9,21.4,4831,1552,5074,181.9,195.1,43.2,42.5,51.5,,,,,,,,,,,
114,Dr,Driver,05/31/2024 01:05:50,120.8,-8.4,16.2,1895,-713,2025,193.0,201.7,-52.8,23.8,34.1,,,,,,,,,,,
115,Dr,Driver,05/31/2024 01:06:14,136.5,1.5,20.5,5093,1045,5199,193.9,207.0,33.4,46.9,52.4,,,,,,,,,,,
116,Dr,Driver,05/31/2024 01:06:41,127.5,3.0,16.3,4716,1658,4999,182.4,196.7,48.9,32.2,45.8,,,,,,,,,,,
117,Dr,Driver,05/31/2024 01:07:54,118.6,-5.9,14.8,4298,1051,4425,172.4,187.2,5.3,25.4,40.8,,,,,,,,,,,
118,3w,FW,05/31/2024 01:08:47,129.7,-10.0,5.8,1533,608,1649,150.4,186.9,-12.9,5.4,10.9,,,,,,,,,,,
119,3w,FW,05/31/2024 01:09:06,138.7,-2.1,14.0,2890,-444,2924,223.0,242.7,-24.7,31.8,40.7,,,,,,,,,,,
120,3w,FW,05/31/2024 01:10:06,136.5,3.4,20.6,3385,-1295,3624,208.5,225.1,-28.4,44.9,50.0,,,,,,,,,,,
121,3w,FW,05/31/2024 01:10:34,136.5,3.4,21.5,3715,509,3750,209.7,225.7,33.8,49.5,51.5,,,,,,,,,,,
1,Dr,Driver,06/02/2024 06:36:55,118.6,8.7,29.2,2831,828,2950,180.2,186.0,52.0,48.6,52.8,,,,,,,,,,,
2,Dr,Driver,06/02/2024 06:38:00,136.5,-1.7,23.2,2803,510,2849,221.7,240.3,15.8,51.2,50.5,,,,,,,,,,,
3,Dr,Driver,06/02/2024 06:38:40,136.5,0.4,24.3,2964,988,3124,213.7,231.0,40.8,52.1,51.9,,,,,,,,,,,
4,Dr,Driver,06/02/2024 06:39:14,129.7,-7.9,18.9,3290,-251,3300,206.8,224.5,-40.1,39.0,46.4,,,,,,,,,,,
5,Dr,Driver,06/02/2024 06:39:49,129.7,1.7,26.8,2442,1027,2649,206.1,224.5,50.0,51.0,51.7,,,,,,,,,,,
6,Dr,Driver,06/02/2024 06:40:28,140.9,-4.7,18.4,4530,798,4600,211.6,226.3,5.0,46.2,50.7,,,,,,,,,,,
7,Dr,Driver,06/02/2024 06:41:08,134.2,-4.3,22.0,3731,574,3775,206.9,222.7,2.2,48.7,51.2,,,,,,,,,,,
8,Dr,Driver,06/02/2024 06:41:51,138.7,-0.7,21.5,3871,-170,3875,213.8,229.9,-8.7,51.3,51.5,,,,,,,,,,,
9,Dr,Driver,06/02/2024 06:42:36,138.7,1.7,20.6,3990,1139,4149,208.6,224.3,42.3,47.5,51.2,,,,,,,,,,,
10,Dr,Driver,06/02/2024 06:44:12,127.5,1.5,21.7,3433,1378,3699,192.0,208.2,46.3,40.5,48.9,,,,,,,,,,,
11,3w,FW,06/02/2024 06:45:22,134.2,1.9,20.3,2535,447,2574,222.4,242.1,28.8,42.1,46.1,,,,,,,,,,,
12,3w,FW,06/02/2024 06:46:02,138.7,0.1,16.7,4415,728,4475,208.4,223.3,21.6,40.6,48.2,,,,,,,,,,,
13,3w,FW,06/02/2024 06:47:38,123.0,-6.6,16.9,3048,99,3050,196.6,215.1,-23.1,30.8,41.6,,,,,,,,,,,
14,3w,FW,06/02/2024 06:48:19,127.5,6.7,20.8,2816,787,2924,205.8,222.7,54.0,40.0,46.6,,,,,,,,,,,
15,3w,FW,06/02/2024 06:48:50,120.8,2.3,29.0,5323,-145,5325,163.8,175.6,3.3,51.7,55.6,,,,,,,,,,,
16,3h,Hybrid,06/02/2024 06:51:58,114.1,2.5,17.4,3098,1205,3324,170.4,187.9,37.5,25.0,39.3,,,,,,,,,,,
17,3h,Hybrid,06/02/2024 06:52:18,123.0,-0.7,14.1,5003,-465,5025,179.6,194.1,-13.4,27.7,42.5,,,,,,,,,,,
18,3h,Hybrid,06/02/2024 06:52:43,109.6,-1.7,15.9,2873,-769,2974,163.2,182.0,-26.0,20.7,35.1,,,,,,,,,,,
19,3h,Hybrid,06/02/2024 06:53:07,114.1,3.1,21.3,3067,594,3124,174.7,192.1,26.1,32.2,44.4,,,,,,,,,,,
20,3h,Hybrid,06/02/2024 06:53:32,105.1,2.0,17.4,2915,448,2949,152.1,167.4,14.7,20.4,35.8,,,,,,,,,,,
21,3h,Hybrid,06/02/2024 06:53:54,123.0,-3.4,15.1,914,140,925,186.7,221.3,-7.5,16.1,23.0,,,,,,,,,,,
22,3h,Hybrid,06/02/2024 06:55:04,116.3,3.9,19.6,4638,584,4675,168.2,176.8,22.2,32.3,46.3,,,,,,,,,,,
23,3h,Hybrid,06/02/2024 06:55:41,123.0,3.9,18.3,174,97,199,138.7,189.6,3.4,11.9,19.9,,,,,,,,,,,
24,3h,Hybrid,06/02/2024 06:56:16,116.3,-0.3,19.9,2618,657,2699,182.3,201.7,19.4,30.3,41.8,,,,,,,,,,,
25,4h,Hybrid,06/02/2024 06:57:46,111.8,4.0,17.0,2499,-879,2649,169.1,188.3,-13.6,22.4,35.9,,,,,,,,,,,
26,4h,Hybrid,06/02/2024 06:58:05,111.8,4.9,18.0,2649,28,2649,172.2,191.0,15.9,24.9,38.1,,,,,,,,,,,
27,4h,Hybrid,06/02/2024 06:58:28,129.7,0.7,17.7,5218,256,5224,188.0,201.2,7.0,37.9,48.5,,,,,,,,,,,
28,4h,Hybrid,06/02/2024 07:00:13,116.3,4.1,14.3,3942,-1125,4099,169.2,184.9,-12.1,22.6,37.9,,,,,,,,,,,
29,4h,Hybrid,06/02/2024 07:01:09,123.0,-4.4,5.5,2929,-1464,3274,143.7,169.2,-41.2,6.7,15.9,,,,,,,,,,,
30,4h,Hybrid,06/02/2024 07:01:54,127.5,-0.9,14.9,3211,-860,3324,199.2,217.0,-32.8,28.6,40.2,,,,,,,,,,,
31,4h,Hybrid,06/02/2024 07:02:27,105.1,3.0,18.7,3083,1103,3274,153.4,170.4,31.7,22.8,38.5,,,,,,,,,,,
32,4h,Hybrid,06/02/2024 07:02:45,116.3,-0.7,15.1,1993,-2105,2899,151.8,168.5,-47.5,15.8,29.3,,,,,,,,,,,
33,5h,Hybrid,06/02/2024 07:03:53,120.8,3.8,21.4,3157,957,3299,187.0,204.2,41.4,36.7,46.6,,,,,,,,,,,
34,5h,Hybrid,06/02/2024 07:04:20,114.1,5.5,24.6,3461,787,3549,169.5,185.4,36.6,37.8,48.8,,,,,,,,,,,
35,5h,Hybrid,06/02/2024 07:04:45,127.5,-1.2,17.0,3447,-434,3474,197.8,215.3,-19.7,33.2,43.7,,,,,,,,,,,
36,5h,Hybrid,06/02/2024 07:05:25,105.1,1.1,16.5,2520,-1847,3124,142.2,161.7,-34.1,16.7,32.2,,,,,,,,,,,
37,5h,Hybrid,06/02/2024 07:05:54,127.5,-1.4,17.7,3471,-152,3474,197.7,214.9,-11.6,34.6,44.5,,,,,,,,,,,
38,5h,Hybrid,06/02/2024 07:06:24,111.8,-1.1,19.7,4280,903,4374,160.8,175.8,13.1,29.1,44.5,,,,,,,,,,,
39,5h,Hybrid,06/02/2024 07:07:00,125.3,-5.3,14.1,3612,-1596,3949,184.8,191.0,-54.6,25.0,39.0,,,,,,,,,,,
40,5h,Hybrid,06/02/2024 07:07:22,105.1,5.9,20.2,4141,271,4150,148.7,162.6,20.5,25.7,42.7,,,,,,,,,,,
41,5h,Hybrid,06/02/2024 07:08:09,114.1,3.8,10.2,1863,-727,2000,149.0,176.4,-9.3,10.1,20.0,,,,,,,,,,,
42,5h,Hybrid,06/02/2024 07:08:45,109.6,1.4,20.3,4399,-23,4399,159.4,173.7,2.5,29.9,45.1,,,,,,,,,,,
43,5h,Hybrid,06/02/2024 07:09:07,116.3,3.1,20.1,3770,-186,3775,174.0,189.7,4.4,32.5,45.3,,,,,,,,,,,
44,5h,Hybrid,06/02/2024 07:09:45,100.7,6.6,20.7,2982,-326,3000,149.4,166.0,10.9,24.0,39.9,,,,,,,,,,,
45,5h,Hybrid,06/02/2024 07:10:06,118.6,4.0,22.3,2747,392,2775,187.9,206.4,26.9,36.8,45.9,,,,,,,,,,,
46,5w,FW,06/02/2024 07:12:16,120.8,6.5,22.6,3144,717,3225,185.7,203.6,43.9,38.5,47.6,,,,,,,,,,,
47,5w,FW,06/02/2024 07:12:43,134.2,5.2,15.4,4940,2053,5350,191.4,196.5,57.3,33.5,46.3,,,,,,,,,,,
48,5w,FW,06/02/2024 07:13:13,138.7,-0.4,17.3,4224,46,4224,210.7,226.2,-1.7,41.9,48.4,,,,,,,,,,,
49,5w,FW,06/02/2024 07:14:20,136.5,-1.9,20.5,3149,51,3149,220.3,238.1,-7.3,46.5,48.9,,,,,,,,,,,
50,5w,FW,06/02/2024 07:14:55,136.5,-1.1,21.8,2869,685,2950,220.9,239.3,23.4,47.8,49.4,,,,,,,,,,,
51,5w,FW,06/02/2024 07:15:42,132.0,0.3,18.6,3951,1269,4150,196.9,212.8,35.5,38.4,47.7,,,,,,,,,,,
52,5w,FW,06/02/2024 07:17:23,138.7,-3.8,17.7,3215,621,3274,220.7,238.8,6.9,40.6,46.4,,,,,,,,,,,
53,5w,FW,06/02/2024 07:18:09,132.0,2.2,19.9,4099,44,4099,201.8,217.1,8.2,43.7,49.6,,,,,,,,,,,
54,5w,FW,06/02/2024 07:18:56,129.7,-0.2,25.1,2519,529,2574,214.1,232.8,21.5,50.6,50.5,,,,,,,,,,,
55,5w,FW,06/02/2024 07:19:34,132.0,2.0,20.2,3747,143,3750,203.6,219.5,11.0,43.3,49.1,,,,,,,,,,,
56,5w,FW,06/02/2024 07:20:30,125.3,-12.2,12.8,3923,-1005,4050,186.2,192.3,-64.2,24.3,38.5,,,,,,,,,,,
57,Dr,Driver,06/02/2024 07:22:31,132.0,-6.6,12.6,4090,698,4149,199.3,215.3,-7.1,27.9,40.8,,,,,,,,,,,
58,Dr,Driver,06/02/2024 07:23:07,127.5,6.7,24.9,2627,1038,2825,203.6,210.4,60.0,46.9,50.3,,,,,,,,,,,
59,Dr,Driver,06/02/2024 07:23:26,129.7,-0.5,18.6,3105,1770,3574,195.7,213.1,50.6,33.9,44.8,,,,,,,,,,,
60,Dr,Driver,06/02/2024 07:25:29,140.9,1.0,20.1,2433,280,2449,242.0,262.6,17.9,46.9,47.0,,,,,,,,,,,
61,Dr,Driver,06/02/2024 07:26:02,129.7,2.9,20.5,3294,1023,3449,201.1,218.3,43.4,40.4,47.9,,,,,,,,,,,
62,Dr,Driver,06/02/2024 07:26:27,138.7,1.9,22.0,1747,430,1799,248.5,272.1,36.2,45.8,44.9,,,,,,,,,,,
63,Dr,Driver,06/02/2024 07:27:44,138.7,-3.2,7.1,3119,2035,3724,185.7,207.5,38.1,13.3,25.2,,,,,,,,,,,
64,Dr,Driver,06/02/2024 07:28:07,132.0,-2.4,18.5,3195,438,3225,212.2,231.2,5.2,39.5,46.2,,,,,,,,,,,
65,Dr,Driver,06/02/2024 07:29:24,125.3,1.7,24.5,1886,663,1999,210.4,231.7,39.0,42.3,46.2,,,,,,,,,,,
66,Dr,Driver,06/02/2024 07:29:41,127.5,-0.2,22.9,2946,964,3100,202.3,219.8,33.1,44.2,49.3,,,,,,,,,,,
67,Dr,Driver,06/02/2024 07:30:21,136.5,-5.5,10.1,4095,1465,4349,198.3,212.1,15.3,23.2,36.9,,,,,,,,,,,
68,Dr,Driver,06/02/2024 07:30:38,132.0,-9.4,6.5,2364,731,2474,183.0,209.6,-12.7,10.2,19.2,,,,,,,,,,,
69,3w,FW,06/02/2024 07:32:30,134.2,4.0,18.7,3415,1547,3749,206.2,212.4,58.4,39.0,47.4,,,,,,,,,,,
70,3w,FW,06/02/2024 07:33:18,134.2,5.5,23.3,2614,1133,2849,217.5,225.1,65.5,48.3,50.1,,,,,,,,,,,
71,3w,FW,06/02/2024 07:33:54,132.0,1.5,25.4,1856,510,1925,227.5,248.8,34.8,49.5,48.2,,,,,,,,,,,
72,3w,FW,06/02/2024 07:35:41,132.0,-2.8,13.1,2811,279,2825,211.2,231.1,-2.2,26.4,36.9,,,,,,,,,,,
73,3w,FW,06/02/2024 07:36:32,138.7,-2.9,9.5,2147,-342,2174,217.6,243.1,-29.7,17.8,26.8,,,,,,,,,,,
74,3w,FW,06/02/2024 07:37:08,140.9,-1.9,18.0,3781,-372,3799,220.8,237.4,-22.9,45.0,48.9,,,,,,,,,,,
75,3w,FW,06/02/2024 07:37:44,143.2,-0.7,16.8,4632,-405,4650,213.8,228.9,-16.6,43.9,49.5,,,,,,,,,,,
76,3w,FW,06/02/2024 07:38:42,136.5,5.2,19.3,3796,995,3924,210.7,227.0,51.7,44.2,49.5,,,,,,,,,,,
77,3w,FW,06/02/2024 07:39:00,123.0,8.3,17.3,3940,1037,4074,183.9,196.9,52.4,31.4,44.2,,,,,,,,,,,
78,3w,FW,06/02/2024 07:39:57,129.7,4.5,26.5,3051,782,3150,200.2,217.2,43.9,52.5,52.8,,,,,,,,,,,
79,3w,FW,06/02/2024 07:40:38,138.7,-1.4,15.1,3413,-1143,3599,214.1,232.0,-46.7,34.0,43.6,,,,,,,,,,,
80,3w,FW,06/02/2024 07:41:03,138.7,0.9,16.3,3085,-303,3100,227.5,246.2,-10.6,38.7,44.8,,,,,,,,,,,
81,3h,Hybrid,06/02/2024 07:42:04,120.8,-4.2,15.2,2779,-632,2850,186.6,205.6,-36.8,24.4,36.5,,,,,,,,,,,
82,3h,Hybrid,06/02/2024 07:42:39,109.6,0.0,17.1,3642,-238,3650,160.3,176.1,-6.3,23.6,39.1,,,,,,,,,,,
83,3h,Hybrid,06/02/2024 07:43:25,127.5,7.0,9.7,3807,1650,4149,178.1,184.4,53.7,17.6,32.0,,,,,,,,,,,
84,3h,Hybrid,06/02/2024 07:43:50,123.0,10.0,10.1,2424,26,2424,182.5,206.1,35.5,15.1,26.1,,,,,,,,,,,
85,3h,Hybrid,06/02/2024 07:44:06,120.8,-6.2,17.4,3588,-1088,3749,181.8,195.1,-49.8,29.7,42.8,,,,,,,,,,,
86,3h,Hybrid,06/02/2024 07:44:35,116.3,-3.5,15.8,2942,-1125,3150,171.4,189.9,-42.5,22.5,36.6,,,,,,,,,,,
87,3h,Hybrid,06/02/2024 07:44:51,107.4,5.0,15.3,2901,-530,2949,154.9,173.9,1.7,18.4,32.9,,,,,,,,,,,
88,3h,Hybrid,06/02/2024 07:45:06,120.8,5.3,19.2,89,-178,199,150.7,198.3,31.8,14.1,21.8,,,,,,,,,,,
89,3h,Hybrid,06/02/2024 07:45:21,120.8,4.5,20.2,4306,400,4325,179.6,194.1,23.7,36.5,47.7,,,,,,,,,,,
90,4h,Hybrid,06/02/2024 07:46:20,118.6,6.0,10.5,2465,-2412,3449,144.8,168.1,-27.8,10.9,23.1,,,,,,,,,,,
91,4h,Hybrid,06/02/2024 07:46:56,123.0,6.2,22.4,2752,349,2774,198.5,217.1,35.4,40.4,47.1,,,,,,,,,,,
92,4h,Hybrid,06/02/2024 07:47:12,127.5,-3.5,20.7,2573,-98,2575,211.7,231.4,-19.9,40.0,45.6,,,,,,,,,,,
93,4h,Hybrid,06/02/2024 07:47:34,107.4,11.8,14.3,2845,159,2849,156.0,175.5,38.9,17.4,31.6,,,,,,,,,,,
94,4h,Hybrid,06/02/2024 07:47:50,120.8,-0.4,20.4,239,320,399,173.6,215.2,4.6,18.0,24.9,,,,,,,,,,,
95,4h,Hybrid,06/02/2024 07:49:06,118.6,-2.0,22.3,2534,-279,2549,190.2,209.2,-17.5,36.4,45.1,,,,,,,,,,,
96,4h,Hybrid,06/02/2024 07:49:28,118.6,-0.2,23.1,2298,-87,2300,196.2,216.4,-4.3,38.2,45.3,,,,,,,,,,,
97,4h,Hybrid,06/02/2024 07:50:03,125.3,1.3,22.7,3408,-335,3424,196.3,212.7,-5.9,44.2,49.7,,,,,,,,,,,
98,4h,Hybrid,06/02/2024 07:50:35,132.0,-3.7,19.2,4265,-1268,4449,196.6,211.8,-47.8,40.7,49.2,,,,,,,,,,,
99,4h,Hybrid,06/02/2024 07:50:57,127.5,1.7,24.2,5016,-578,5049,182.7,195.8,-7.3,49.0,53.4,,,,,,,,,,,
100,4h,Hybrid,06/02/2024 07:51:33,127.5,3.9,22.0,4911,-619,4950,186.2,199.6,-0.5,45.2,51.8,,,,,,,,,,,
101,4h,Hybrid,06/02/2024 07:52:03,125.3,0.8,16.2,5205,685,5250,180.2,193.7,17.0,32.0,45.6,,,,,,,,,,,
102,4h,Hybrid,06/02/2024 07:52:30,125.3,3.2,25.7,4755,652,4799,178.8,192.2,25.7,49.7,53.9,,,,,,,,,,,
103,4h,Hybrid,06/02/2024 07:52:56,118.6,0.2,20.7,3528,-2413,4274,169.6,180.6,-48.7,31.2,45.6,,,,,,,,,,,
104,5h,Hybrid,06/02/2024 07:54:20,114.1,-0.7,23.1,2705,-615,2774,178.2,196.1,-21.8,34.9,45.6,,,,,,,,,,,
105,5h,Hybrid,06/02/2024 07:54:43,125.3,1.4,26.9,1673,-64,1674,220.3,242.6,2.1,48.6,47.8,,,,,,,,,,,
106,5h,Hybrid,06/02/2024 07:55:42,123.0,7.1,23.9,2172,960,2375,199.6,207.3,62.0,40.3,46.6,,,,,,,,,,,
107,5h,Hybrid,06/02/2024 07:56:04,129.7,-4.2,15.9,4770,-208,4775,191.5,206.4,-20.4,34.2,46.0,,,,,,,,,,,
108,5h,Hybrid,06/02/2024 07:56:26,120.8,-5.2,12.5,3536,-309,3549,181.8,199.6,-26.4,21.7,35.6,,,,,,,,,,,
109,5h,Hybrid,06/02/2024 07:56:43,127.5,4.3,12.2,5478,-481,5499,181.8,195.1,5.4,26.4,41.7,,,,,,,,,,,
110,5h,Hybrid,06/02/2024 07:57:44,114.1,4.6,25.3,5090,929,5174,158.9,171.4,30.3,40.1,51.7,,,,,,,,,,,
111,5h,Hybrid,06/02/2024 07:59:05,114.1,-0.8,24.8,5575,-518,5599,159.4,171.3,-11.0,40.5,51.9,,,,,,,,,,,
112,5h,Hybrid,06/02/2024 07:59:24,111.8,3.8,21.1,5700,750,5749,155.1,167.1,22.7,32.3,47.9,,,,,,,,,,,
113,5h,Hybrid,06/02/2024 07:59:40,123.0,0.1,19.6,6374,-34,6374,172.4,183.9,-0.3,38.3,50.1,,,,,,,,,,,
114,5h,Hybrid,06/02/2024 08:00:03,127.5,1.8,19.3,5063,-610,5100,185.2,198.6,-7.2,39.4,49.4,,,,,,,,,,,
115,5h,Hybrid,06/02/2024 08:00:22,114.1,3.2,20.6,3172,-121,3174,174.0,191.4,7.6,31.3,43.8,,,,,,,,,,,
116,5h,Hybrid,06/02/2024 08:00:50,127.5,-1.3,16.9,5141,-1287,5300,183.8,197.7,-31.7,34.4,47.0,,,,,,,,,,,
117,5h,Hybrid,06/02/2024 08:01:20,114.1,-1.5,20.4,3596,-453,3624,172.6,188.8,-16.5,32.0,44.9,,,,,,,,,,,
118,5w,FW,06/02/2024 08:02:35,118.6,-7.2,27.3,3594,-1755,4000,171.3,176.5,-59.5,44.5,52.8,,,,,,,,,,,
119,5w,FW,06/02/2024 08:02:52,125.3,2.4,24.8,3099,-1570,3474,187.1,204.4,-39.1,43.3,50.7,,,,,,,,,,,
120,5w,FW,06/02/2024 08:03:11,129.7,-6.1,20.8,2621,-1878,3224,196.4,203.5,-76.1,36.2,45.9,,,,,,,,,,,
121,5w,FW,06/02/2024 08:03:36,136.5,1.1,16.5,4668,254,4675,204.8,219.8,11.5,39.9,48.2,,,,,,,,,,,
122,5w,FW,06/02/2024 08:03:57,120.8,3.3,30.6,5671,-185,5674,159.2,170.5,6.8,54.2,56.7,,,,,,,,,,,
123,5w,FW,06/02/2024 08:04:27,125.3,-0.3,27.3,4286,-1802,4649,176.0,189.7,-41.8,49.8,54.8,,,,,,,,,,,
124,5w,FW,06/02/2024 08:04:48,129.7,-3.5,18.9,5506,694,5550,186.5,199.5,2.4,40.8,50.1,,,,,,,,,,,
125,5w,FW,06/02/2024 08:05:11,118.6,-4.8,27.9,4360,-1946,4775,164.7,169.5,-49.1,45.8,54.2,,,,,,,,,,,
126,5w,FW,06/02/2024 08:06:03,134.2,1.9,24.8,4790,577,4825,191.7,205.3,21.8,54.4,54.5,,,,,,,,,,,
127,5w,FW,06/02/2024 08:06:43,120.8,3.7,29.1,6363,-1198,6475,157.0,167.5,-7.1,51.1,56.3,,,,,,,,,,,
128,5w,FW,06/02/2024 08:08:56,138.7,-1.1,13.5,3747,-122,3749,218.5,235.8,-8.6,33.7,43.3,,,,,,,,,,,
129,5w,FW,06/02/2024 08:09:16,129.7,1.9,24.4,7149,3589,7999,167.8,171.3,52.5,48.0,56.0,,,,,,,,,,,
130,5w,FW,06/02/2024 08:09:40,134.2,-4.2,21.9,3070,-986,3224,213.8,230.5,-54.4,46.9,49.9,,,,,,,,,,,
131,5w,FW,06/02/2024 08:10:09,134.2,0.0,25.8,5650,0,5650,183.7,196.1,0.0,56.6,55.6,,,,,,,,,,,
1,4h,Hybrid,06/10/2024 01:42:42,94.0,5.2,23.8,3039,467,3075,134.1,149.4,22.4,24.1,41.8,,,,,,,,,,,
2,4h,Hybrid,06/10/2024 01:43:11,94.0,-3.8,20.5,2471,-134,2475,136.1,154.5,-13.3,19.8,36.3,,,,,,,,,,,
3,4h,Hybrid,06/10/2024 01:44:29,87.2,2.8,22.2,2321,-1113,2574,117.6,135.2,-11.9,17.3,35.8,,,,,,,,,,,
4,4h,Hybrid,06/10/2024 01:45:00,98.4,-1.0,20.7,3284,324,3300,138.3,154.1,3.1,22.1,39.6,,,,,,,,,,,
5,4h,Hybrid,06/10/2024 01:45:43,102.9,-3.7,19.3,3194,191,3200,151.6,168.1,-6.7,23.4,39.4,,,,,,,,,,,
6,4h,Hybrid,06/10/2024 01:46:36,100.7,-2.4,16.6,4363,992,4474,136.3,151.0,7.9,18.6,36.8,,,,,,,,,,,
7,4h,Hybrid,06/10/2024 01:46:52,102.9,-0.1,10.8,3404,-372,3424,131.2,150.6,-6.2,10.8,24.7,,,,,,,,,,,
8,8i,Iron,06/10/2024 01:48:44,85.0,-2.8,25.7,5015,-1054,5125,108.5,119.3,-15.4,21.3,44.0,,,,,,,,,,,
9,8i,Iron,06/10/2024 01:48:59,89.5,-1.4,25.2,5589,-1239,5725,113.9,124.3,-14.3,23.0,45.2,,,,,,,,,,,
10,8i,Iron,06/10/2024 01:49:24,80.5,3.7,27.9,5907,712,5950,98.8,108.3,12.1,21.1,45.7,,,,,,,,,,,
11,8i,Iron,06/10/2024 01:49:40,85.0,2.2,27.9,6044,263,6050,105.5,114.9,6.5,23.5,47.0,,,,,,,,,,,
12,8i,Iron,06/10/2024 01:49:54,78.3,2.8,28.0,5299,28,5299,97.2,107.2,5.6,20.3,44.9,,,,,,,,,,,
13,8i,Iron,06/10/2024 01:50:17,82.8,1.3,29.2,6142,1156,6250,103.6,112.6,11.1,24.3,47.9,,,,,,,,,,,
14,3w,FW,06/10/2024 01:52:12,114.1,2.2,26.3,4647,1843,4999,157.4,170.1,39.3,40.3,52.1,,,,,,,,,,,
15,3w,FW,06/10/2024 01:52:58,118.6,0.9,24.2,3949,1763,4325,171.3,185.5,42.6,40.0,50.9,,,,,,,,,,,
16,3w,FW,06/10/2024 01:53:50,123.0,-7.7,19.7,2782,490,2825,197.3,215.7,-11.3,35.2,44.3,,,,,,,,,,,
17,3w,FW,06/10/2024 01:55:37,125.3,7.1,25.2,4908,2798,5650,169.0,174.2,70.3,44.0,54.1,,,,,,,,,,,
18,3w,FW,06/10/2024 01:55:56,125.3,3.3,23.7,4494,2074,4949,175.8,180.6,52.9,42.9,52.3,,,,,,,,,,,
19,Dr,Driver,06/10/2024 01:57:20,123.0,-7.1,19.6,5027,2523,5625,169.6,182.5,22.7,33.9,48.4,,,,,,,,,,,
20,Dr,Driver,06/10/2024 01:57:41,118.6,-10.4,22.5,5218,2752,5899,161.5,173.3,12.8,36.4,50.7,,,,,,,,,,,
21,Dr,Driver,06/10/2024 01:58:02,118.6,-6.3,22.8,4440,2011,4874,168.6,182.0,20.2,37.7,50.2,,,,,,,,,,,
22,Dr,Driver,06/10/2024 01:58:28,123.0,7.3,24.8,5508,3901,6750,155.5,165.6,75.0,40.5,57.4,,,,,,,,,,,
23,Dr,Driver,06/10/2024 01:59:02,120.8,2.2,25.3,7843,4759,9174,149.9,152.9,52.2,41.4,55.5,,,,,,,,,,,
24,Dr,Driver,06/10/2024 01:59:46,116.3,-0.4,20.8,4995,2847,5749,159.2,172.1,44.3,32.0,48.1,,,,,,,,,,,
25,Dr,Driver,06/10/2024 02:00:03,120.8,-0.8,23.3,5572,2939,6300,161.5,173.4,43.5,38.6,51.8,,,,,,,,,,,
26,Dr,Driver,06/10/2024 02:00:34,123.0,-7.6,13.3,2233,-943,2424,186.4,194.9,-54.4,19.7,31.3,,,,,,,,,,,
27,Dr,Driver,06/10/2024 02:00:59,125.3,0.5,22.9,4832,2295,5349,175.7,188.5,47.8,42.2,52.3,,,,,,,,,,,
28,Dr,Driver,06/10/2024 02:01:24,125.3,0.9,19.9,6368,3359,7200,167.2,175.4,50.4,36.6,50.9,,,,,,,,,,,
29,Dr,Driver,06/10/2024 02:02:21,120.8,-3.9,19.9,1683,-235,1699,205.9,229.6,-28.1,30.9,38.5,,,,,,,,,,,
30,Dr,Driver,06/10/2024 02:02:45,114.1,3.1,25.4,7058,3922,8074,146.6,149.9,47.9,38.4,53.8,,,,,,,,,,,
31,Dr,Driver,06/10/2024 02:03:29,129.7,0.5,19.6,3543,974,3674,200.6,217.2,32.9,40.1,48.0,,,,,,,,,,,
32,Dr,Driver,06/10/2024 02:03:55,118.6,-2.1,22.4,3240,849,3349,180.0,196.6,17.1,37.0,47.4,,,,,,,,,,,
33,Dr,Driver,06/10/2024 02:04:36,123.0,-1.1,22.8,4599,2144,5074,173.0,186.4,40.1,40.1,51.0,,,,,,,,,,,
